,alltottils,B-cells,DC,Macrophages,Exhausted CD8,T-cells,CD8 T cells,Neutrophils,Cytotoxic cells,Treg,NK CD56dim cells,Mast cells,NK cells,Th1 cells
TCGA.DK.A2I2.01A.11R.A180.07,5.25538119,1.63317064,6.857079842,8.893827925,5.25477586,5.160519846,5.647790753,7.371780453,5.604424268,6.77020665,2.16322884,5.831200646,2.955450223,2.967980126
TCGA.DK.A2I6.01A.12R.A18C.07,3.185863185,0.951958523,4.0618068,6.089376128,4.539959561,3.548779513,4.379056074,2.25909833,3.468272292,4.074865038,1.132908799,4.105251856,1.298544387,1.610794538
TCGA.E5.A2PC.01A.11R.A206.07,4.329492099,0.967876071,2.905332955,6.642715509,4.28581736,4.672381381,5.918156685,2.672252822,6.072544584,5.048532647,1.741315482,2.655093457,4.023994163,3.506436917
TCGA.FD.A3B3.01A.12R.A206.07,6.919455091,6.032880872,7.166804349,9.498083169,7.82201546,7.581827633,8.190069918,6.469009156,8.522529634,7.282539886,3.032410208,7.931258664,2.905000542,5.361792919
TCGA.FD.A3B4.01A.12R.A206.07,6.092473861,6.635749499,5.92318569,7.675296729,6.355070637,6.4576403,6.60371141,4.623312044,7.338677966,6.833726282,2.780057632,8.387023756,4.058929657,4.061931689
TCGA.FT.A3EE.01A.11R.A206.07,3.57086243,3.408934961,5.603001043,6.33369764,4.938296246,3.52412401,3.744499519,3.80728904,3.249138469,3.603857751,0.862631263,5.593526145,0.195436129,1.58760502
TCGA.G2.A2EC.01A.11R.A180.07,5.178358447,4.679149575,6.842142542,7.182638703,5.712020134,7.140416781,5.910269357,3.077638285,5.853718162,7.371996135,1.715121003,7.966035474,1.702771712,4.218587452
TCGA.G2.A2EF.01A.12R.A18C.07,6.438792275,2.705342134,6.09831829,8.949960483,8.155244107,6.648475697,7.795019562,3.99042159,8.460822636,6.881335473,3.767419624,3.419477911,3.638808129,6.469402501
TCGA.G2.A2EJ.01A.11R.A180.07,4.734136056,0.992945665,6.012558019,7.150299708,5.361298743,4.772166008,5.741432029,4.981759886,5.753186625,5.371374158,2.161359929,2.363152362,3.262175249,4.139182958
TCGA.G2.A2EK.01A.22R.A18C.07,4.568789787,5.619390171,4.688649003,6.292704746,5.529999669,5.775281434,4.877376059,3.738676117,4.71278028,5.332818906,1.421520955,7.210245638,1.735797303,1.699551633
TCGA.G2.A2EL.01A.12R.A18C.07,2.670977417,1.445483884,2.14467188,4.048752418,3.471758476,2.432040844,4.20107395,0.920655979,3.708247061,4.915128863,0.85476452,0.529395216,2.100882781,2.314145441
TCGA.G2.A2EO.01A.11R.A180.07,6.045824375,3.518349861,6.859883673,9.326095921,6.661857293,7.221240295,7.922566267,3.632450227,8.051699159,5.926001791,2.083543543,6.702429885,4.028210575,4.614197449
TCGA.G2.A2ES.01A.11R.A180.07,5.219007406,0.829451328,5.260836776,8.716615848,5.499698957,5.725660019,5.994056131,5.363242328,6.44512794,6.39673663,2.315279072,6.321625562,2.94880684,4.574694938
TCGA.GD.A2C5.01A.12R.A180.07,3.877967549,1.74413045,4.172153229,7.008820632,5.442301746,3.740774109,2.940952734,4.48249785,3.955516431,4.455340373,1.216326298,6.62954778,3.916096088,0.847836598
TCGA.GD.A2C5.11A.11R.A180.07,6.364287396,7.262639992,6.05086459,7.507131282,7.264217968,7.486002526,8.102329818,4.931829723,6.470609368,5.744796172,2.762331254,8.403696653,3.299743741,4.519151866
TCGA.H4.A2HO.01A.11R.A180.07,4.969767756,2.748650487,4.895258484,6.851340581,5.307198507,6.243402896,6.383875329,3.60498849,5.946653097,6.069785932,1.723747526,5.995286137,3.555717453,3.462104684
TCGA.H4.A2HQ.01A.11R.A180.07,3.912174436,1.412003338,4.151438256,6.489415476,4.4135324,3.892875339,6.298557302,1.92417931,4.024816657,4.846728982,1.028915731,4.083339593,4.200736234,2.475084883
TCGA.HQ.A2OE.01A.11R.A206.07,4.081080835,2.414008627,4.405105851,6.562254945,3.016074053,4.295207823,5.291141136,5.315938876,4.083491353,5.438166411,1.307007643,4.541004712,2.955205284,2.082021269
TCGA.GV.A3JX.01A.11R.A20F.07,5.283121021,2.454302669,6.195270664,8.255688951,6.206141551,5.789033871,7.14540098,3.946835664,6.755312611,5.7679037,2.439423656,4.09677722,2.817664802,3.555681203
TCGA.GV.A3JW.01A.11R.A20F.07,2.806503049,1.624965249,2.723980619,5.426578613,3.901665523,2.091753714,3.515141918,2.251183719,2.868221656,4.659165346,0.479997085,4.816251846,2.519301629,1.611077929
TCGA.GC.A3I6.01A.11R.A20F.07,4.814834854,1.0221213,5.27506119,8.376276081,5.338240501,4.984568486,5.464527322,3.966924352,6.641999567,7.079598915,2.827237151,7.22614607,2.330166873,3.208454831
TCGA.CF.A3MG.01A.11R.A20F.07,1.666754574,0.062182072,2.217613903,3.743489984,3.093385101,1.537859972,2.074581645,2.749873536,1.69169222,2.757663354,0.240479904,2.228869969,0.320639872,0.559638645
TCGA.BT.A2LD.01A.12R.A20F.07,4.966627763,3.638768032,5.63799866,6.911626001,5.39527696,4.69556278,6.107744827,6.285144161,4.882147863,3.642181692,1.82861579,4.767331215,4.618830501,3.083655897
TCGA.FD.A3B6.01A.21R.A20F.07,6.497654185,2.934943803,6.864062263,9.610604321,6.415826734,6.650762678,7.963543276,5.681644127,8.089635459,6.105531421,4.838945761,4.184109665,3.938482229,5.783846873
TCGA.DK.A3IT.01A.31R.A20F.07,4.763650643,5.121618782,5.53262514,8.041272843,4.24415724,5.363777762,4.658051612,4.583213814,5.12862611,4.748847617,1.415025365,7.358062228,1.35102665,3.492160838
TCGA.DK.A3IL.01A.11R.A20F.07,3.821594308,5.071575843,3.046161195,4.580242328,3.495751779,3.626393701,3.414801136,4.028788482,3.605621257,3.613472718,1.150749302,5.148742604,3.173863879,2.160436198
TCGA.DK.A3IN.01A.11R.A20F.07,5.462488543,2.83482164,8.348763355,9.979848562,5.949132185,5.301635715,6.498240865,5.502338955,5.789661327,7.495040334,2.262366453,5.519034735,2.851275174,3.696283214
TCGA.FD.A3B8.01A.31R.A20F.07,7.613479311,6.778219614,8.827670557,10.8633137,7.576496446,8.299976628,9.018381652,7.361617186,8.466107251,8.860589168,3.231301153,9.553316777,4.13322596,6.104321981
TCGA.CF.A3MF.01A.12R.A21D.07,2.63779094,0.596342274,4.024981777,3.488811149,3.723406526,3.90430701,4.406402077,2.422576253,3.608263378,3.711571995,0.628031432,4.524711125,0.347454725,1.64117606
TCGA.CF.A3MI.01A.11R.A20F.07,3.744524709,1.179941954,4.003450439,5.119551609,4.937245445,3.947392005,5.170721484,3.731599129,4.767480176,4.57902322,0.833716781,6.409067105,3.243202449,2.175301034
TCGA.G2.A3IE.01A.11R.A20F.07,3.479539165,2.537424484,4.319950481,5.663718542,4.265057452,4.120277652,3.635543103,2.847951155,4.335342405,5.796927348,0.906054474,5.309356597,1.991052376,1.466183346
TCGA.FD.A3NA.01A.11R.A21D.07,5.048961208,1.255197627,6.352756007,8.354631239,5.582818875,5.224990601,6.425231273,4.992926897,6.74744734,6.215185449,2.519494451,6.586114789,2.690865421,3.216392779
TCGA.FD.A3B7.01A.31R.A20F.07,7.056330896,5.208376584,9.102956509,10.24899246,8.051836143,8.140999302,9.50826095,6.861517291,8.542993546,7.539924167,2.628569323,7.904703492,2.845773146,4.648039705
TCGA.CF.A3MH.01A.11R.A20F.07,2.464305938,0.996449621,1.938478629,4.372209368,3.741665265,3.839859919,2.584521543,2.689919388,3.191214852,3.082174594,0.556707894,4.655333817,0,0.850799423
TCGA.G2.A3IB.01A.11R.A20F.07,3.257656359,0.314684191,3.594539017,6.821846098,5.301599487,2.951381717,3.889699138,3.302749342,3.902318074,3.74107862,1.455609588,2.24687936,0.56966059,1.708981769
TCGA.DK.A3IU.01A.11R.A20F.07,8.202275557,8.295154827,7.551765027,10.07235241,8.062809818,8.844259985,9.835509018,6.757190923,9.22729353,7.1044436,4.941998239,7.272160266,4.9287793,7.213001149
TCGA.DK.A3IS.01A.21R.A21D.07,3.776626313,0.335761838,1.955873042,5.397607476,3.240813894,3.640601225,6.150027397,2.723097544,4.712567241,4.253656531,1.590489228,4.069483283,3.478045844,2.343805752
TCGA.DK.A3IM.01A.11R.A20F.07,3.040150901,0.721763028,3.452750349,5.515653859,3.501907628,2.955966836,3.151666359,3.825714556,2.793342651,3.655214423,0.955388873,3.35421588,3.665283778,0.752491709
TCGA.DK.A2I4.01A.11R.A21D.07,8.177931109,5.082396135,9.924719274,11.65570772,8.029766334,8.356483027,9.41638194,5.929338451,9.537297123,7.131492769,7.179285587,7.453921309,5.204467815,7.475706684
TCGA.DK.A3IV.01A.22R.A21D.07,5.985767857,6.130347294,4.76951012,7.778705786,6.453176638,7.417277598,6.905437179,3.356054086,6.314699776,7.887584366,2.848729319,6.621244331,2.997184251,4.994805976
TCGA.DK.A3IK.01A.32R.A21D.07,4.498723401,5.070279544,5.230674317,5.654468699,5.073494318,4.433383766,4.809052795,3.740743364,5.018754816,4.864215865,1.610170499,7.100419252,3.412419897,3.440899059
TCGA.FD.A3N5.01A.11R.A21D.07,4.233969348,1.033687597,5.591320713,6.979716902,5.061632776,4.59224141,5.324054689,4.822813346,5.833660712,5.245811275,1.286923343,4.41329101,0.689746438,3.164898884
TCGA.FD.A3B5.01A.11R.A20F.07,3.627575146,0.920182441,4.221000773,7.109354529,4.456485579,2.551114729,5.308616279,4.127636628,3.440646709,4.658297185,1.077458614,4.477221352,3.238220214,1.507769274
TCGA.BL.A3JM.01A.12R.A21D.07,4.672058143,1.322039335,4.591977074,7.849443177,5.140214649,4.289159127,8.279478084,2.564997929,5.266302206,5.236010364,1.826162278,6.503938592,3.394173937,3.545585411
TCGA.GV.A3JZ.01A.11R.A21D.07,4.634974473,2.537135077,6.494411696,8.068905743,5.506045022,4.026534379,5.508186758,3.924617587,5.093225387,5.018785485,1.99069122,4.847592563,3.403115841,3.088752204
TCGA.FD.A3N6.01A.11R.A21D.07,4.862798472,1.132741245,4.005245522,6.832043755,5.511486099,5.123348509,6.747383097,3.761925287,5.999351202,5.697351267,1.686750344,5.406191293,3.798819672,4.626532588
TCGA.CU.A3KJ.01A.11R.A21D.07,4.784070422,0.883020744,4.591122125,8.035654396,4.528826144,5.193979242,6.850378175,5.310065792,5.587709482,6.005242774,1.47486621,3.775492555,3.613986285,2.528296255
TCGA.BT.A3PH.01A.11R.A220.07,2.843406754,0.376761175,3.397335253,6.149010022,4.701931704,2.61980461,3.278061575,4.368984396,3.236489243,2.283299531,0.446209742,4.151981772,0,1.034356597
TCGA.BT.A3PJ.01A.21R.A220.07,4.943571335,1.11921267,5.83801929,8.272523327,5.834063846,5.339241871,6.393044113,4.101916071,6.482269662,7.724279183,2.090812369,2.953185977,2.133010737,3.526444465
TCGA.BT.A3PK.01A.21R.A220.07,5.114858603,1.721751865,6.107742327,8.487455668,5.376068827,5.613144453,5.605162571,6.896051993,5.899494583,7.210658682,1.595105742,5.800852208,2.611319341,3.681932706
TCGA.GC.A3RB.01A.12R.A220.07,3.771247695,1.25294341,5.988383373,7.412509176,5.046197075,3.600280691,4.574013301,2.275539679,4.29239455,5.172811509,1.336235473,2.452402823,1.673473768,3.105862425
TCGA.GD.A3OP.01A.21R.A220.07,4.834883706,3.443254594,6.19478549,8.087376737,5.180442599,5.274802278,6.624222791,3.757194785,5.655675433,5.232894792,1.501061074,7.28682065,1.678976242,3.300255538
TCGA.GD.A3OP.11A.11R.A220.07,5.190391839,1.741501031,6.106818494,7.666654027,6.141158778,5.827276828,7.035255364,4.262011113,6.181258542,4.088514776,1.86034243,8.647765942,2.55473444,4.779763998
TCGA.GD.A3OQ.01A.32R.A220.07,3.265969529,0.667931009,4.318168338,6.305061224,3.802028993,3.517638084,3.77175352,3.869540506,3.943938136,4.542264242,1.347590445,4.835731047,0.60646695,1.635104278
TCGA.GD.A3OQ.11A.21R.A220.07,5.229848793,1.279390348,6.538183896,7.853287804,5.978465812,6.167665883,7.7061688,4.170367304,6.160358276,4.630912143,1.617936585,8.502693083,2.903936204,4.345389278
TCGA.GD.A3OS.01A.12R.A220.07,4.712580435,2.796399464,6.12130163,7.845968076,4.424534112,4.729680662,7.053854731,3.355152979,4.022246851,6.694108507,1.521416262,3.990028817,4.253052456,4.179415504
TCGA.GV.A3JV.01A.11R.A220.07,5.39681079,4.297810445,6.361885115,7.50078388,5.574410876,6.537046462,7.04777603,3.064080724,6.477257577,6.899737563,3.024540006,6.678190789,2.444051831,3.959037496
TCGA.GV.A3QH.01A.11R.A220.07,2.904092639,0.785629773,2.490861772,5.630949964,3.682987732,2.027056435,5.569802113,2.262354741,2.821550575,2.735868729,0.647954257,1.248177691,1.824455217,2.507617067
TCGA.GV.A3QI.01A.11R.A220.07,2.464852638,0.340401086,3.211249589,5.554012142,4.69881399,2.535084424,3.790313844,1.10041094,2.088894673,4.101507211,0.569466439,2.966837208,0.318230815,1.37517848
TCGA.CU.A3QU.01A.11R.A22U.07,2.491662503,0.211579363,2.22963805,5.567429925,3.311250446,1.585676526,2.420634761,3.173210584,3.14986016,4.720535675,0.843781901,4.421266491,0.394506091,1.183518274
TCGA.CU.A3YL.01A.11R.A22U.07,3.994418549,1.522846539,4.932941306,5.887465524,4.467577389,4.834630704,6.462022803,2.785320694,5.389288673,5.446411741,1.018893854,5.723778143,1.109157614,3.298247734
TCGA.DK.A3WX.01A.22R.A22U.07,6.516922827,2.561364074,4.840999912,7.748032102,5.99657612,6.295462357,7.195757709,8.459688371,7.486071143,6.597905059,7.7791717,7.004784086,2.885225415,5.142503297
TCGA.DK.A3WY.01A.11R.A22U.07,7.906161925,11.16260253,6.675786544,10.03088513,6.866083857,9.400904104,8.764113889,4.937613393,7.524418305,8.158174416,4.329939906,7.500421705,3.844733754,6.72690068
TCGA.DK.A3X1.01A.12R.A22U.07,3.944983066,1.648275605,5.273253626,6.303386267,5.094434749,4.113941482,4.549821133,2.509882917,5.210612684,5.797396953,1.465185331,5.276161587,3.555802903,2.456806149
TCGA.DK.A3X2.01A.11R.A22U.07,2.92050107,0.376816797,3.695305162,7.325493793,4.035505605,1.952580733,4.096712794,2.986327079,1.825344089,4.142674831,0.386183346,1.67130314,1.501177711,3.01995094
TCGA.E7.A3X6.01A.12R.A22U.07,5.68859427,2.134102351,5.177750926,8.314645407,6.088959995,6.352769181,7.237682874,5.051145043,7.015467877,6.195995169,2.075103928,4.844382344,3.946122051,5.173731096
TCGA.E7.A3Y1.01A.11R.A22U.07,3.777653674,2.325359284,3.532564448,5.280474376,4.334184101,3.998213721,4.99180322,1.8877148,5.287522389,5.508460346,0.752747226,5.726792901,2.844605593,3.450208296
TCGA.FD.A3SJ.01A.12R.A22U.07,4.682370498,5.247643085,4.742982728,7.724614717,5.160749821,4.544204653,5.153750418,3.327514411,4.301398858,5.438479165,2.1308602,6.824259054,3.359675013,2.608123208
TCGA.FD.A3SL.01A.21R.A22U.07,4.742383249,3.363831983,5.292685966,8.841452527,4.771138482,4.527906828,5.752524698,3.465112991,5.390462002,5.990582797,1.831954912,7.762029114,2.508523067,3.101767719
TCGA.FD.A3SM.01A.11R.A22U.07,3.447541257,1.603368481,4.230030883,7.324772556,3.380143261,3.613690629,3.761456374,3.889054441,3.765305591,3.825653357,1.121483886,5.816142819,1.443911289,1.191878443
TCGA.FD.A3SN.01A.12R.A22U.07,4.333617908,2.066915945,6.847653392,7.609028135,4.405102914,3.752641646,5.415789939,4.322868634,6.399629317,3.462340305,1.896136286,5.585893945,1.107173779,3.42940172
TCGA.FD.A3SO.01A.11R.A22U.07,5.060729474,3.040504932,6.259756641,9.377544672,5.081590625,5.025207175,5.081701318,5.953738949,5.845867654,5.822987567,2.549983141,5.881503236,1.622893572,3.090091242
TCGA.FD.A3SP.01A.31R.A22U.07,6.166667099,3.39874887,7.505123934,10.0699921,6.470419017,6.614319828,7.448504893,5.958035748,6.654647403,8.030293587,2.783674053,8.152568853,3.543096957,4.256595557
TCGA.FD.A3SQ.01A.21R.A22U.07,4.779516718,5.103812833,5.483578718,8.222683762,6.05309136,4.723940368,4.681333781,4.856997283,5.051912083,6.578920604,2.040230725,7.905017566,0.868505791,2.26165116
TCGA.FD.A3SR.01A.11R.A22U.07,5.814764549,3.646711788,5.868349476,9.267740826,6.499123714,6.439216606,7.22689118,5.307614595,6.059362222,7.190467699,2.471187955,7.330117808,2.965647962,4.288011506
TCGA.FD.A3SS.01A.12R.A22U.07,3.081099014,1.052531283,2.262738728,5.842371934,4.714597696,2.609431068,3.506186831,4.465100252,3.527686441,4.928701939,0.677972647,3.967523649,1.066833573,1.614427166
TCGA.G2.A3VY.01A.11R.A22U.07,2.648694461,0.738016539,1.156683678,4.70118654,3.26856756,2.031644692,4.04115828,2.242010889,2.52234878,4.425278017,0.516978504,3.816897277,3.151671655,1.543842287
TCGA.GC.A3BM.01A.11R.A22U.07,4.041816794,1.791923853,4.092079343,6.991948091,4.105984118,4.349490074,6.319698106,2.52209963,4.12737422,5.458401691,1.037654135,3.424525192,2.78921845,2.658645654
TCGA.GC.A3BM.11A.11R.A22U.07,5.465763453,1.329711383,5.438318071,7.282283444,6.571767617,6.578031565,8.658835411,4.02021086,6.324763651,2.780331099,1.385269506,8.444419896,3.911329513,5.013404194
TCGA.GC.A3OO.01A.11R.A22U.07,4.05769784,2.993019042,6.51694617,8.491078205,5.09188007,3.809233816,3.836554704,3.505915888,4.133913543,4.435468582,1.555750173,8.209071986,0.657437368,2.783498562
TCGA.GC.A3RC.01A.11R.A22U.07,5.506866737,2.076822063,6.937752496,9.052046677,5.984547394,6.149497223,7.431042842,3.986602292,7.196333467,7.905295536,2.745413969,5.160856251,2.316379168,4.121106603
TCGA.GC.A3RD.01A.12R.A22U.07,3.629953619,0.807854604,5.535502474,7.919171093,4.72318711,2.477623707,3.870982405,4.761719073,3.700166928,3.44274449,1.259824045,4.358466599,2.161986756,1.558512553
TCGA.GC.A3WC.01A.31R.A22U.07,6.770311772,6.553771145,6.718815116,9.461229709,6.792026575,7.089829009,8.029497243,5.325430108,7.537967727,6.983184021,2.32991473,7.781302995,4.594210164,5.982099169
TCGA.GC.A3WC.11A.11R.A22U.07,5.922947317,7.571078839,6.948379319,8.401414472,6.203495668,7.338560179,6.188353859,4.182246783,6.196336999,5.279998652,2.281404743,9.517971347,2.154354483,4.162661211
TCGA.GV.A3QF.01A.31R.A22U.07,2.775334611,0.890423604,1.967466891,4.052246156,3.480535457,3.236177886,0.640507841,6.153090771,2.680687656,2.644594661,0.786939465,4.350320095,2.165200763,1.281015683
TCGA.K4.A3WS.01A.11R.A22U.07,5.931729856,5.05421352,7.367431793,8.747689042,6.100813107,6.242161137,6.860286883,5.07058171,6.917061222,7.014200168,2.676927576,8.486940204,3.580643624,4.337161593
TCGA.K4.A3WV.01A.11R.A22U.07,2.742523306,0.960921613,2.659909964,5.12450829,4.38012671,2.294882297,4.528369019,3.079933562,2.358457836,3.116996795,0.944799168,3.741415902,2.346677964,0.510253053
TCGA.K4.A3WV.11A.21R.A22U.07,4.562396743,2.202483205,4.209991168,6.341105072,5.599466587,5.372798531,6.901117945,2.361320073,5.978847963,3.947927931,0.955180048,6.529052879,2.411918905,4.066631714
TCGA.C4.A0F1.01A.11R.A034.07,4.262857904,1.720925481,5.688260977,7.482815113,4.408274756,3.985680659,3.783052981,5.176835893,4.852575749,4.774528801,1.786449715,5.816085807,3.654764705,2.668981397
TCGA.C4.A0F7.01A.11R.A084.07,3.467169384,0.583711466,5.131117174,6.782506455,4.416134032,2.445185821,3.702009595,3.845321559,3.304460817,4.210653812,1.079630751,6.138644347,2.721073367,2.14912927
TCGA.C4.A0EZ.01A.21R.A24X.07,3.141142077,0.940190495,4.272980266,5.288850656,3.075066073,2.942954253,4.361893973,1.294575509,3.337243119,4.620357672,0.753701816,3.306232896,4.657762231,2.529271244
TCGA.BT.A42C.01A.11R.A23N.07,3.353640038,2.173437069,2.7041898,4.83070909,4.308526371,3.655177557,5.19727355,3.706347828,3.363601866,5.343350966,0.700894592,5.197492387,1.896020386,1.389181307
TCGA.DK.A3WW.01A.22R.A23N.07,7.068988909,2.055082151,7.247747269,9.72694337,7.393678219,7.948540274,9.223174789,5.82238895,9.278616333,6.414358822,4.302541164,5.405417369,5.245545211,6.163561124
TCGA.FJ.A3ZE.01A.11R.A23N.07,2.799880929,0.648879058,2.042633397,4.003408287,4.786371861,2.037814498,4.570396294,3.678038079,2.84568063,2.071694033,0.282650362,1.819307697,3.414302228,0.842375488
TCGA.FJ.A3ZF.01A.11R.A23N.07,2.673452338,0.926896972,3.605353255,3.801939755,3.192873799,2.670772432,3.044215084,2.249169261,3.044048959,3.866522285,0.739218611,3.633198505,3.384101524,1.491955684
TCGA.GC.A3YS.01A.11R.A23N.07,4.871158408,1.606465467,6.392421632,8.702776188,5.599271676,4.849011875,4.788874746,4.322877083,6.441215962,7.043697742,1.73491129,6.058884641,3.864759741,3.004051885
TCGA.GU.A42R.01A.11R.A23N.07,3.466110798,0.680000238,3.614563817,5.586675538,4.005458243,2.982354951,5.080574365,3.724771091,3.568928116,3.159290106,0.953228707,4.46340864,3.468366765,2.626929686
TCGA.GV.A3QK.01B.11R.A23N.07,5.329969405,3.82540577,5.710823417,6.951721123,5.795587349,6.532717167,6.637186032,3.304510321,6.805055506,7.413890213,2.268635153,6.248413338,3.326629788,3.821016249
TCGA.GV.A40E.01A.12R.A23N.07,4.645476617,1.134107884,6.270208697,7.75010925,4.839413278,4.632184727,6.470269671,4.901998593,5.978985961,4.394637608,1.296775653,5.144961276,2.967179881,3.296266504
TCGA.GV.A40G.01A.11R.A23N.07,2.39423778,0.336640864,3.416951555,5.482400015,2.850993374,1.806375724,2.561970344,3.040625732,3.484025924,2.492878648,0.204029824,4.332917883,0,2.093898163
TCGA.K4.A3WU.01B.11R.A23N.07,6.698198822,7.820909669,5.766028905,8.348799645,7.082669594,7.485842582,8.127432079,6.219417608,6.414437812,6.540090832,2.389112768,8.326738532,3.909491221,4.754385143
TCGA.FJ.A3Z7.01A.12R.A23N.07,4.419226969,1.249005238,5.12634623,6.434724606,4.542510479,4.497741145,6.021480779,4.310730367,5.704613555,5.076080169,2.217457363,5.711371045,2.763612657,3.433480286
