,alltottils,B-cells,DC,Macrophages,Exhausted CD8,T-cells,CD8 T cells,Neutrophils,Cytotoxic cells,Treg,NK CD56dim cells,Mast cells,NK cells,Th1 cells
TCGA.QC.A6FX.01A.11R.A32Q.07,5.52092648,1.57015609,8.061818536,11.25388882,5.978248047,5.62173323,5.926440081,5.341846752,5.572044489,4.447189048,2.343405979,6.879742027,2.592299768,4.287317142
TCGA.QQ.A5V2.01A.11R.A32Q.07,5.373572668,1.572410024,6.041100444,11.0917349,5.632161281,5.136066009,6.130720047,3.66176308,7.832418585,0.929942454,1.784575119,5.087408296,2.068144867,5.145551112
TCGA.QQ.A5V9.01A.11R.A32Q.07,5.716379102,1.867745354,9.396193133,10.33732316,6.18278955,5.627401,7.55950077,5.240802978,6.986420477,5.084702108,1.985299356,6.608380898,2.90436619,4.627443417
TCGA.QQ.A5VA.01A.12R.A32Q.07,7.859257828,7.925622196,7.209812473,10.60843919,7.838804771,9.254491417,9.663421473,5.288361988,8.176542222,9.348375846,3.380379461,7.484928042,4.097738789,7.443738417
TCGA.QQ.A5VC.01A.31R.A32Q.07,4.277805201,1.692684935,6.48896436,9.007317502,4.380919862,4.02957125,4.509588844,3.031803689,5.44277255,1.786638179,1.483803965,3.779112366,3.402744965,2.14068051
TCGA.QQ.A5VD.01A.21R.A32Q.07,5.637165273,2.954633457,7.5399062,9.83373103,6.168796402,6.302539703,6.32303398,3.995686173,6.418175666,6.676911929,2.378995577,9.889746676,2.863327784,5.098082629
TCGA.SG.A6Z7.01A.12R.A32Q.07,4.059385903,1.683197293,6.576019625,7.902885418,5.395099789,3.048641702,4.049105336,3.861712774,3.903518328,5.475201643,1.225793319,5.50268329,0.607875698,5.335036561
TCGA.UE.A6QT.01A.12R.A32Q.07,8.330405837,6.93508737,9.811254769,11.40544117,8.840147221,9.239670167,10.25557255,5.045594705,9.152136111,7.688944035,4.73614899,9.059807412,5.423336477,8.523614488
TCGA.UE.A6QU.01A.12R.A32Q.07,8.163832989,4.431570752,7.693727579,11.4177161,9.298219693,8.963815336,10.50442392,5.472834136,8.901123921,8.385855069,5.125262551,2.059042052,6.141782429,7.87502621
TCGA.DX.A6YQ.01A.12R.A33J.07,6.305269054,1.818270421,8.705817555,10.40394807,7.32835362,6.646811466,8.565956294,4.270186005,6.894839817,5.005602095,2.740531381,5.612518576,4.062420321,6.094134706
TCGA.DX.A6YU.01A.12R.A33J.07,6.930106218,1.881286158,9.249982372,11.99668785,8.166112948,7.522932161,9.732068464,5.265058638,7.772993353,4.803020332,2.79298433,1.006478849,3.630229633,6.156006198
TCGA.DX.A7EF.01A.11R.A33J.07,3.467373643,0.475551729,4.121687727,8.931597864,3.810982179,2.199099503,2.860656874,2.698933062,3.895807967,4.125130328,2.104098748,3.367651947,1.802969513,1.309932851
TCGA.DX.A7EI.01A.11R.A33J.07,4.582110474,3.839497292,4.284386521,7.055171794,4.563558545,4.620128154,8.299830196,1.898146792,4.899112301,6.015096091,1.420178396,5.304687953,2.348664682,3.873015855
TCGA.K1.A6RT.01A.32R.A33J.07,8.51357359,8.803843644,8.128316321,10.57092401,8.532093333,9.38332701,10.55464798,4.59643456,9.313407392,8.202059158,5.090257726,6.440563442,6.18472832,8.039015531
TCGA.QC.A7B5.01A.11R.A33J.07,5.633512658,1.612152607,7.326626437,10.57637568,5.637674349,5.181172716,6.413369894,3.432186641,7.380125232,6.372238233,2.789942739,8.00844852,4.22087228,5.391351868
TCGA.SG.A6Z4.01A.22R.A33J.07,4.183745657,0.90940345,6.316331435,10.34342168,4.519834193,3.139764949,3.487278549,4.069712921,3.997076257,4.915850704,2.538353593,6.642730093,1.803713255,2.250385593
TCGA.SI.A71O.01A.12R.A33J.07,4.262595586,0.575640324,5.51793693,9.046580449,5.776991447,4.220548284,5.361392161,3.175911969,3.945165503,3.928995592,2.607769736,7.784513601,2.494417299,1.733267559
TCGA.SI.A71O.06A.11R.A38C.07,6.886351589,4.06864381,8.732857496,9.946914289,7.818099303,7.962404283,9.792907908,4.707962526,8.233389233,4.885642691,2.216949464,9.507881699,4.436542103,5.884426975
TCGA.SI.A71P.01A.12R.A33J.07,5.797597742,2.014562221,2.30888083,10.48386331,7.005137594,5.59106313,7.070641169,5.613211421,5.760842839,4.5386499,2.563959536,4.142037326,2.687314379,4.174246607
TCGA.SI.A71Q.01A.12R.A33J.07,3.900673847,1.043286711,4.513079828,6.905860053,4.952346112,3.11086474,6.20351135,2.506623622,2.993740737,4.27505921,1.399136152,3.386097709,1.502417703,5.447017084
TCGA.DX.A6YR.01A.33R.A355.07,5.049839273,1.406714184,7.767446554,9.619111429,6.013377554,4.766703548,5.555543382,3.014053687,6.045973578,4.474156952,2.69703438,6.084194661,3.255428524,4.075669535
TCGA.DX.A6YS.01A.12R.A355.07,4.310187141,1.382855841,6.616171525,8.664926328,5.293412164,5.188322231,4.45031209,2.696519851,4.515562766,4.920745858,1.52863387,6.179727812,2.335559356,3.181786357
TCGA.DX.A6YT.01A.21R.A355.07,4.433549113,0.553254174,8.518924859,9.743949484,4.588890567,4.54718943,5.944379617,3.292871215,4.700878998,4.086724332,1.257854299,2.284638965,1.826015975,3.575675379
TCGA.DX.A6YV.01A.12R.A355.07,3.379652737,0.71285679,7.750486759,8.387996724,4.530475248,2.383857841,3.01533154,2.767994532,3.877677696,4.773701006,0.999940436,1.120402027,1.927040301,1.820321948
TCGA.DX.A6YZ.01A.12R.A355.07,5.230964536,2.679367661,9.97122491,10.40210291,5.710290707,5.550941327,5.943820355,3.906365068,6.170932699,5.768475482,1.54238869,10.21480256,1.446255331,4.887262052
TCGA.FX.A76Y.01A.11R.A355.07,4.700940885,0.962815441,5.872771358,7.677223374,6.296987035,4.458224859,4.864147569,2.143394538,6.001306193,2.873734468,1.652202913,9.075742091,4.593128912,4.680892545
TCGA.MJ.A850.01A.11R.A355.07,3.076242263,1.72087705,3.887113472,6.743949714,4.489896391,1.892888281,3.968599581,4.074154747,2.723752488,3.812641974,1.048872405,1.433125957,0.136454593,1.569734113
TCGA.SG.A849.01A.11R.A355.07,7.88006596,4.410909226,10.09586315,11.53882276,8.795198146,8.396070812,10.58990779,5.037671269,8.591084534,7.682474979,5.006374062,7.170457025,5.851863964,7.399112975
TCGA.X6.A7W8.01A.21R.A355.07,5.293748237,2.392772446,9.228536011,10.89937939,5.615671491,4.763301499,5.632188817,5.481137013,5.771900245,5.163112244,2.528765808,9.945031952,2.921672116,3.763039698
TCGA.X6.A7WA.01A.12R.A355.07,4.893730742,1.483924992,6.107054708,9.141882404,5.453259132,4.891307258,4.693535574,4.383413063,5.169845913,4.296420697,2.309128472,5.607439569,2.774343915,4.223800937
TCGA.X6.A7WB.01A.11R.A355.07,3.638972392,1.314240587,5.027864382,7.807684574,4.439210142,3.019370367,3.600194271,2.132596402,3.922318276,3.116597645,1.268787403,2.996520465,2.542731043,3.11458358
TCGA.X6.A7WC.01A.12R.A355.07,6.821255647,1.672036724,5.850193886,10.80116969,7.840923756,7.305258684,8.608571114,4.669066954,8.439596675,7.573515408,3.929080449,6.025680657,5.052035066,6.007336803
TCGA.X6.A7WD.01A.21R.A355.07,3.385566387,1.120545558,4.643329973,8.671142691,4.761657178,1.871833955,3.128838783,2.260692353,3.229946032,1.938436359,1.239597563,7.707624117,0.92782131,2.388272211
TCGA.DX.A6Z0.01A.13R.A36F.07,5.646028959,3.065006293,7.759181337,9.741659646,6.180633039,6.174899671,7.135986954,3.044100759,6.216211414,5.694231113,2.631534005,9.038436802,3.374017414,5.152309183
TCGA.DX.A6Z2.01A.12R.A36F.07,6.496074363,2.76258114,6.85977151,9.496331411,6.648208469,7.526620525,8.115884757,4.68661529,7.200026551,6.624671191,3.79693256,9.181968437,4.376807789,6.060315486
TCGA.DX.A7EL.01A.12R.A36F.07,7.086426007,4.425930673,7.600662919,10.11375733,7.77063857,7.879858423,9.729840662,4.211892752,8.212133958,6.612153421,3.300421531,11.1548471,5.043783604,6.331493841
TCGA.DX.A7EM.01A.11R.A36F.07,5.394744277,1.727215756,8.059594502,9.368317924,7.882643098,5.812081002,6.618397294,3.855368416,5.691939943,4.35955631,1.700663476,8.59822335,2.06174934,4.798097186
TCGA.DX.A7EO.01A.11R.A36F.07,2.261336762,1.197758254,1.616384965,3.602623072,4.486810829,1.945228216,4.727909543,0.908232792,2.532835519,4.882002253,0.304369725,2.96338631,0.957618925,0.649661441
TCGA.DX.A7ER.01A.11R.A36F.07,2.463964825,0.95877224,1.665352498,4.914326113,3.607912475,2.453171152,2.202600244,1.590551862,3.614626872,5.415707971,0.80161551,1.063172467,0.689092866,2.951643741
TCGA.DX.A7ET.01A.11R.A36F.07,7.301983846,3.527474344,8.524189413,10.71548794,8.130537896,8.624697102,10.06894425,5.2934345,9.43610957,4.404467197,3.514446089,2.980267717,5.172205292,6.463377235
TCGA.DX.A7EU.01A.22R.A36F.07,5.066947487,1.115265806,9.140487786,11.05697184,5.970804275,5.120120443,6.453278497,4.024936148,5.408599841,4.883557282,0.950729242,5.301055511,2.643001523,3.988030214
TCGA.FX.A8OO.01A.11R.A36F.07,2.679094897,0.440066389,3.177410657,6.157186885,3.278102173,2.154142563,3.385758149,1.667706521,2.950666424,5.104617622,0.919408067,0.543313266,0.148222356,2.414541488
TCGA.MB.A8JK.01A.11R.A36F.07,5.395342624,1.567914661,7.638175036,8.382674665,6.110683082,5.676218678,6.958556647,2.971145145,6.670242716,6.101202526,3.341422435,10.2981788,3.506968068,5.269455866
TCGA.MB.A8JL.01A.11R.A36F.07,4.524273892,1.806857818,4.551429142,9.078777229,5.115290057,4.383200282,5.725590023,3.868454391,4.331698543,5.821799488,1.927848189,5.084762812,1.448186985,3.55359397
TCGA.QQ.A5VB.01A.11R.A36F.07,6.702176786,1.418229879,6.89495438,10.71845218,8.080115319,7.705218361,9.414622187,4.842302993,7.20265095,7.021413099,3.717978974,4.88785514,4.27289252,5.830911913
TCGA.VT.A80G.01A.11R.A36F.07,4.712129701,0.83981884,5.637802505,9.321917611,6.134682134,4.539037934,5.928260282,3.421173075,5.184568945,4.059450462,1.925329261,6.918505449,2.713799839,3.119737968
TCGA.VT.A80J.01A.11R.A36F.07,7.312698508,3.639900484,8.502201148,11.68949618,8.042291284,7.764538841,9.468489081,5.781202703,7.927211869,7.197164588,3.61316085,6.373094888,4.456623297,6.41720611
TCGA.X6.A8C2.01A.11R.A36F.07,4.685670988,0.849846838,5.194057657,11.04258497,5.165746169,4.338987454,4.637998279,4.179050805,4.579674728,6.066483186,2.440432875,5.225222659,1.407264034,2.952426761
TCGA.X6.A8C3.01A.11R.A36F.07,5.972415302,2.395085398,7.162490527,10.977152,7.000655465,6.049720079,7.481744199,4.027406025,5.611218908,6.442339759,3.526763434,5.745468649,3.299559039,4.911255352
TCGA.X6.A8C4.01A.11R.A36F.07,3.599900994,0.379730626,5.841767712,9.395538737,3.811596117,3.435370741,3.103599735,3.226060236,3.959978836,5.211709224,0.94696504,1.376074752,2.335276599,1.383496944
TCGA.X6.A8C5.01A.11R.A36F.07,6.46519306,2.878342352,7.802924345,10.24886112,6.84717797,6.483703104,8.141654106,5.101034075,7.610288739,4.27192611,2.715485407,9.348778439,4.06765716,6.881764939
TCGA.X6.A8C6.01A.11R.A36F.07,5.20262711,1.204277128,6.522885221,10.1719541,6.118239418,4.895775278,6.051318236,3.966109882,6.003620706,5.300789993,2.304384347,7.023546983,2.945377016,4.412693471
TCGA.X6.A8C7.01A.11R.A36F.07,2.278431165,1.131762832,2.684634686,5.791833854,4.713167267,1.142802744,1.674905011,1.112444695,1.610451958,4.57640725,0.721105523,8.106049785,0.703600523,1.02722484
TCGA.3R.A8YX.01A.11R.A37L.07,4.58115075,0.945323005,9.072132815,10.19217356,5.079971883,4.662393121,5.821141396,3.93653109,4.230221069,4.707497182,1.585884694,2.212663574,1.848999173,3.516910248
TCGA.DX.A8BH.01A.11R.A37L.07,6.379604476,3.427900743,8.33258687,10.32126028,7.452021608,7.108965602,9.110439317,3.942537643,7.340994384,7.086570428,2.21724296,8.365833,3.442679176,5.816566429
TCGA.DX.A8BK.01A.11R.A37L.07,6.222356682,2.050189422,10.50278759,11.12094775,7.13604108,6.563377527,8.033798411,5.414373123,7.725960347,4.868257093,3.65307631,9.339855895,2.431207997,5.531849286
TCGA.DX.A8BN.01A.11R.A37L.07,4.214802653,0.742921325,6.754940849,10.83304213,4.487045182,2.763600691,5.501514024,4.560317528,4.739843523,2.402285592,0.701318979,0.912348834,1.675174474,2.114433661
TCGA.DX.A8BP.01A.11R.A37L.07,7.244030944,2.963471915,8.679242671,10.91220041,8.342615941,8.185827484,9.580481305,5.190956117,8.643243715,5.886506251,3.464980099,4.963564501,4.84719562,6.293486363
TCGA.DX.A8BQ.01A.11R.A37L.07,7.875493827,3.864913242,10.13422522,11.54872066,8.918716472,8.806929314,10.86346559,5.142420109,9.037484102,6.604560642,3.314235511,10.24161974,6.17453475,7.728835459
TCGA.DX.A8BS.01A.11R.A37L.07,4.936071462,0.828284822,7.958582669,10.0675704,5.144885908,4.541369951,5.544084221,5.148559476,5.478247116,2.843260306,2.431951453,5.419816675,1.974917087,3.927128455
TCGA.DX.A8BT.01A.11R.A37L.07,5.282513496,2.403024183,7.544564278,10.0036511,6.284320647,4.320127179,4.165896144,3.624933348,6.108949732,4.664147159,3.633823165,6.012081954,4.394779025,4.052259373
TCGA.DX.A8BU.01A.11R.A37L.07,4.46633479,1.579912744,3.168423629,9.02429594,5.24099754,4.613458465,5.808784342,3.033380645,4.130151329,4.784870368,2.337485499,3.159917258,2.030753609,2.786010802
TCGA.DX.A8BV.01A.11R.A37L.07,4.576602921,1.254408644,8.023397918,9.553931321,5.728801564,3.286542777,3.494763631,4.238694021,5.257978202,4.25636911,2.864288698,7.034303693,2.691951851,3.701937124
TCGA.DX.A8BX.01A.11R.A37L.07,4.405923391,0.328135688,6.374721282,11.47029041,5.6538129,2.621396674,3.184897075,5.677808109,4.713904524,2.988757388,1.41838138,1.897598146,1.114710539,1.976583598
TCGA.DX.A8BZ.01A.11R.A37L.07,4.61979713,0.712306844,7.737573585,11.20486268,4.903843756,4.131183024,4.107984981,4.847033816,5.94916858,1.840362519,2.492564511,7.706512434,2.055206217,2.962012192
TCGA.LI.A9QH.01A.11R.A37L.07,3.355027965,0.506801995,6.533570284,9.301329554,3.910391183,3.855738045,2.859827871,2.354209799,3.135020502,3.90432031,0.669670103,7.128401184,1.373601755,1.378511623
TCGA.WK.A8XZ.01A.11R.A37L.07,4.280988956,1.075450348,5.882917822,8.036718847,4.606569002,4.429855507,4.434260579,3.566829128,4.833282575,3.837882708,1.940006567,7.813914935,2.355642033,3.399280488
TCGA.WP.A9GB.01A.11R.A37L.07,2.167518305,1.298792367,2.331698437,5.257147235,4.834111168,1.072946362,1.546382798,1.161656757,1.704511757,2.970706433,0.240942508,0.644933558,0.69943225,1.811635431
TCGA.X2.A95T.01A.11R.A37L.07,4.085813021,0.865713656,3.660602365,7.42013736,5.897535312,3.736360068,4.60188609,2.295011251,4.61594159,4.881850572,1.846751518,2.790032254,2.287047887,3.268284667
TCGA.Z4.A9VC.01A.11R.A37L.07,4.36103018,2.570222114,4.960549489,8.781265283,4.854687374,3.144078216,4.956692171,2.677731848,5.151008625,4.088938727,1.531814117,5.816412904,2.151839531,3.555595317
TCGA.3B.A9HI.01A.11R.A38C.07,6.439934999,3.665045532,9.270005816,9.941238215,7.063692637,6.756249,7.772031728,5.125389177,7.450413524,6.594848582,3.242532484,8.786220132,3.516490391,6.308537444
TCGA.3B.A9HJ.01A.11R.A38C.07,8.548810596,10.75692366,8.866677757,11.28791101,8.05129025,10.03555347,9.018850898,5.173472251,8.622147168,8.132955151,4.271882561,10.40769986,5.251589857,8.175602442
TCGA.3B.A9HL.01A.11R.A38C.07,4.894152198,0.478667587,7.961864455,10.25580256,5.177658764,3.692637096,4.514649126,5.488676676,5.834089509,3.64927055,2.144419483,0.461489562,3.104893192,4.215484464
TCGA.3B.A9HO.01A.11R.A38C.07,7.618706569,3.499652773,9.958576539,11.54373794,8.214015927,8.661100329,10.63572906,5.42201248,8.852463881,5.363311274,3.274524651,3.991731054,6.123740418,6.870776507
TCGA.3B.A9HP.01A.11R.A38C.07,5.685933062,2.921992891,7.095558648,9.144081016,6.325959306,5.429045529,5.82030917,4.094339454,6.842854615,4.54171926,3.306049311,6.080392951,3.602874053,6.046781334
TCGA.3B.A9HQ.01A.11R.A38C.07,6.410924019,4.149806367,8.321463605,10.28662133,6.55398506,7.135668889,7.332019431,4.175933065,6.763564034,6.657994348,2.904717849,11.09559155,4.335637143,6.131459843
TCGA.3B.A9HR.01A.11R.A38C.07,2.215381989,0.642842334,5.576880715,6.511699761,4.079769979,1.16175672,2.334663954,1.332902103,1.617833108,2.252203696,0.540583952,6.856256357,0,0
TCGA.DX.AB2F.01A.11R.A38C.07,4.779957963,0.993050773,9.567853556,11.36475296,4.721394061,3.288207917,3.506261406,5.45771874,5.724352737,3.106733567,1.565643769,0.803093488,2.825394249,3.963853244
TCGA.DX.AB2J.01A.11R.A38C.07,3.139941725,2.096555784,6.267467073,7.466745242,3.846041575,2.220869158,2.757613393,2.254510266,3.188648879,4.887203553,0.985825098,4.314003465,0.900902029,2.1295468
TCGA.DX.AB2P.01A.11R.A38C.07,5.101099183,2.237756292,6.153215255,10.47817406,5.111240014,4.345906645,5.043611468,4.097152344,5.916758203,5.331809102,2.584382335,7.529109826,3.112502051,3.727103604
TCGA.DX.AB2T.01A.11R.A38C.07,6.955364171,2.116350844,8.129129905,11.02869958,8.152145964,7.626203407,9.007991437,4.586471465,8.139191515,6.829857169,4.086218135,8.62062544,4.793808491,6.088133114
TCGA.DX.AB2X.01A.11R.A38C.07,3.982700407,0.957192312,8.059233199,9.67624746,4.341617282,2.977191673,4.879849438,3.925228647,4.492254603,3.529658556,1.68478333,1.723692009,2.068782676,1.34397626
TCGA.DX.AB2Z.01A.11R.A38C.07,8.285565719,2.787734566,8.419187077,11.61784965,9.463703109,9.379448835,11.57670498,4.948897744,9.405294708,5.179666299,5.132948483,3.610764338,6.836269372,7.48963445
TCGA.SI.AA8B.01A.11R.A38C.07,3.929544171,0.660899117,6.252727074,10.24430621,4.118280293,2.169148503,3.405782498,4.234705976,3.990642159,3.093120675,2.697207698,5.319585564,1.250953058,1.321177698
TCGA.SI.AA8C.01A.11R.A38C.07,5.041207744,2.270114887,5.995196059,8.61992644,6.226849021,5.837368221,6.881729714,3.901323299,5.001688698,5.162798147,1.444529141,7.080674767,2.279930607,4.10489853
TCGA.X9.A971.01A.11R.A38C.07,3.068810874,1.083875925,6.03225934,6.773365998,6.299703622,2.127275043,2.198968549,2.198834904,2.898879854,3.299728211,0.804861838,7.253690909,0.659211645,1.920178947
TCGA.X9.A973.01A.11R.A38C.07,4.149381645,0.992261764,6.036378031,9.593431944,5.4345183,3.14701743,3.689938891,5.039636906,4.322164417,4.811820359,1.907499474,1.32757223,0.176890025,2.188084371
TCGA.3B.A9HS.01A.11R.A39D.07,6.779681794,3.565492372,7.73885735,10.93251935,7.45154183,7.754023672,9.330637379,3.885702469,7.232542376,7.533257304,2.728910483,2.743039446,4.931909535,5.957225115
TCGA.3B.A9HT.01A.11R.A39D.07,8.229739042,5.268012444,8.12097081,11.73167119,9.10270206,8.719442559,10.20544286,6.347719223,8.728950296,7.012732911,5.565573829,2.306491457,5.148652125,7.584228192
TCGA.3B.A9HU.01A.11R.A39D.07,7.321917864,5.129995386,6.99019138,10.33337348,8.772134921,8.208032393,9.134891328,4.62963296,7.745165011,7.71324834,3.771676018,8.160470514,4.771603021,6.783303419
TCGA.3B.A9HV.01A.11R.A39D.07,2.3870239,0.801951426,3.843365469,6.403933048,3.481467737,1.723272036,2.108300038,1.663877703,2.593053566,2.862471229,0.287526175,5.694723537,0.277724488,1.358002337
TCGA.3B.A9HX.01A.11R.A39D.07,5.599275511,1.795593173,9.367013732,9.18391782,6.262882704,5.423995687,5.797353652,6.793721569,6.318358829,6.988473379,3.260994904,4.391171629,2.750497315,4.609997203
TCGA.3B.A9HY.01A.11R.A39D.07,5.28803561,1.17165502,7.419628824,8.802906886,6.690901043,5.256325565,6.011260596,3.109269442,6.145527233,4.270252337,3.680950431,7.96293292,3.035056594,5.110663913
TCGA.3B.A9HZ.01A.11R.A39D.07,6.193925667,2.893415469,8.697818492,10.29727475,6.531760263,6.653215443,7.206758146,4.789140121,6.761618808,6.705765075,3.109557447,9.612394005,4.15707901,5.203788453
TCGA.3B.A9I0.01A.11R.A39D.07,5.976052862,1.976969189,8.633573469,9.911614582,6.672546051,6.572292886,7.793978465,4.203666687,7.125668576,6.700364807,2.600739707,9.889874052,3.909100068,5.034928786
TCGA.3B.A9I1.01A.11R.A39D.07,4.106011814,1.290823995,6.048707986,8.952898404,5.413735933,3.988628283,4.663258623,2.646335595,3.996111623,5.3252029,1.909969358,1.22229197,1.598031891,2.527770989
TCGA.3B.A9I3.01A.11R.A39D.07,5.890060693,3.775600143,6.484107154,8.401712057,6.434986,5.99343109,7.125249752,5.372006688,7.069289432,4.353457391,3.256631524,8.498651707,3.168031072,4.995158858
TCGA.DX.A7EN.01A.11R.A39D.07,2.422996424,0.892717073,4.570139664,6.019717546,5.448996391,0.871391093,1.64254876,1.541470588,2.464105404,2.644756151,0.534452026,2.872702366,0.851176697,0.986520157
TCGA.DX.A7ES.01A.31R.A39D.07,7.637973264,7.438593293,11.21542078,11.98142075,7.261259747,7.702591549,8.328774385,5.580224773,8.379273374,5.774631583,4.34640581,8.103324698,4.936193249,6.772417514
TCGA.DX.AB2E.01A.11R.A39D.07,5.429434978,0.805372099,7.133571057,9.949540229,6.676983378,5.711863197,7.461899607,4.151269538,6.676965704,2.802441401,2.393905285,7.826081932,2.783946484,3.957524628
TCGA.DX.AB2G.01A.11R.A39D.07,5.771619259,1.9562219,8.697963037,11.48874173,6.074410467,5.605734098,6.574373026,5.074741787,6.420590515,3.829057991,1.813584025,0.57215633,3.979220015,5.215612595
TCGA.DX.AB2H.01A.11R.A39D.07,2.410513992,1.77623732,2.731407025,5.233479397,3.201320791,1.946973621,4.488358259,1.763994753,2.72408239,5.528546315,0.470621636,0.401162632,0.812764287,0
TCGA.DX.AB2O.01A.12R.A39D.07,5.395895375,1.672740653,6.094522247,9.070587408,6.733090129,5.304826566,7.034893203,3.009541222,6.538541188,5.187557946,2.305922011,6.416696203,4.313135144,4.879509735
